seqnames,start,end,peak,cell_type,peak_access,gene,gene_score,gene_cell_type_rank,gene_name,common_name,og,pfam,gene_list,min_gene_score_in_selected_cell_types
NC_064036.1,19299537,19299787,peak29139,muscle_tentacle_retractor,11.6711462517873,Nvec_vc1.1_XM_048725179.1,1.5864902710729,4,Phex//Mme,"","",Peptidase_M13_N/Peptidase_M13,"",1.5864902710729
NC_064036.1,19299537,19299787,peak29139,muscle_tentacle_retractor,11.6711462517873,Nvec_vc1.1_XM_048725179.1,1.5864902710729,4,Phex//Mme,"","",Peptidase_M13_N/Peptidase_M13,"",1.5864902710729
NC_064034.1,6712423,6712673,peak2947,muscle_tentacle_retractor,12.6888660039491,Nvec_vc1.1_XM_032363827.2,1.47388776264353,4,Ptprd/Ptprs/Ptprf,"","",Ig_3/Ig_3/Ig_3/fn3/fn3/fn3/fn3/fn3/fn3/fn3/fn3/Y_phosphatase/Y_phosphatase,"",1.20036565800921
NC_064034.1,6717722,6717972,peak2954,muscle_tentacle_retractor,12.4023200789814,Nvec_vc1.1_XM_032363827.2,1.47388776264353,4,Ptprd/Ptprs/Ptprf,"","",Ig_3/Ig_3/Ig_3/fn3/fn3/fn3/fn3/fn3/fn3/fn3/fn3/Y_phosphatase/Y_phosphatase,"",1.20036565800921
NC_064034.1,6717722,6717972,peak2954,muscle_tentacle_retractor,12.4023200789814,Nvec_vc1.1_XM_032363827.2,1.47388776264353,4,Ptprd/Ptprs/Ptprf,"","",Ig_3/Ig_3/Ig_3/fn3/fn3/fn3/fn3/fn3/fn3/fn3/fn3/Y_phosphatase/Y_phosphatase,"",1.20036565800921
NC_064036.1,20610953,20611203,peak29574,muscle_tentacle_retractor,12.9122778647784,Nvec_vc1.1_XM_032370537.2,1.38858846544721,2,Apc/Apc2,"","",APC_rep/Arm,"",1.38858846544721
NC_064036.1,20612496,20612746,peak29578,muscle_tentacle_retractor,12.391426091101,Nvec_vc1.1_XM_032370537.2,1.38858846544721,2,Apc/Apc2,"","",APC_rep/Arm,"",1.38858846544721
NC_064036.1,20612496,20612746,peak29578,muscle_tentacle_retractor,12.391426091101,Nvec_vc1.1_XM_032370537.2,1.38858846544721,2,Apc/Apc2,"","",APC_rep/Arm,"",1.38858846544721
NC_064036.1,20612496,20612746,peak29578,muscle_tentacle_retractor,12.391426091101,Nvec_vc1.1_XM_032370537.2,1.38858846544721,2,Apc/Apc2,"","",APC_rep/Arm,"",1.38858846544721
NC_064036.1,20612496,20612746,peak29578,muscle_tentacle_retractor,12.391426091101,Nvec_vc1.1_XM_032370537.2,1.38858846544721,2,Apc/Apc2,"","",APC_rep/Arm,"",1.38858846544721
NC_064036.1,20612496,20612746,peak29578,muscle_tentacle_retractor,12.391426091101,Nvec_vc1.1_XM_032370537.2,1.38858846544721,2,Apc/Apc2,"","",APC_rep/Arm,"",1.38858846544721
NC_064036.1,20612496,20612746,peak29578,muscle_tentacle_retractor,12.391426091101,Nvec_vc1.1_XM_032370537.2,1.38858846544721,2,Apc/Apc2,"","",APC_rep/Arm,"",1.38858846544721
NC_064036.1,20612496,20612746,peak29578,muscle_tentacle_retractor,12.391426091101,Nvec_vc1.1_XM_032370537.2,1.38858846544721,2,Apc/Apc2,"","",APC_rep/Arm,"",1.38858846544721
NC_064036.1,20612496,20612746,peak29578,muscle_tentacle_retractor,12.391426091101,Nvec_vc1.1_XM_032370537.2,1.38858846544721,2,Apc/Apc2,"","",APC_rep/Arm,"",1.38858846544721
NC_064034.1,6727822,6728072,peak2971,muscle_tentacle_retractor,13.8026060461633,Nvec_vc1.1_XM_032363827.2,1.47388776264353,4,Ptprd/Ptprs/Ptprf,"","",Ig_3/Ig_3/Ig_3/fn3/fn3/fn3/fn3/fn3/fn3/fn3/fn3/Y_phosphatase/Y_phosphatase,"",1.20036565800921
NC_064037.1,1181611,1181861,peak29781,muscle_tentacle_retractor,43.7155988288963,Nvec_vc1.1_XM_032372191.2,1.68135330308463,1,"","","",Abhydrolase_1,"",1.68135330308463
NC_064037.1,1182203,1182453,peak29782,muscle_tentacle_retractor,24.422942057602,Nvec_vc1.1_XM_032372191.2,1.68135330308463,1,"","","",Abhydrolase_1,"",1.68135330308463
NC_064034.1,6737125,6737375,peak2986,muscle_tentacle_retractor,8.8468203172874,Nvec_vc1.1_XM_032363827.2,1.47388776264353,4,Ptprd/Ptprs/Ptprf,"","",Ig_3/Ig_3/Ig_3/fn3/fn3/fn3/fn3/fn3/fn3/fn3/fn3/Y_phosphatase/Y_phosphatase,"",1.20036565800921
NC_064034.1,6738059,6738309,peak2989,muscle_tentacle_retractor,16.748119084905,Nvec_vc1.1_XM_032363827.2,1.47388776264353,4,Ptprd/Ptprs/Ptprf,"","",Ig_3/Ig_3/Ig_3/fn3/fn3/fn3/fn3/fn3/fn3/fn3/fn3/Y_phosphatase/Y_phosphatase,"",1.20036565800921
NC_064034.1,6738791,6739041,peak2990,muscle_tentacle_retractor,19.4576751548989,Nvec_vc1.1_XM_032363827.2,1.47388776264353,4,Ptprd/Ptprs/Ptprf,"","",Ig_3/Ig_3/Ig_3/fn3/fn3/fn3/fn3/fn3/fn3/fn3/fn3/Y_phosphatase/Y_phosphatase,"",1.20036565800921
NC_064037.1,1712664,1712914,peak30043,muscle_tentacle_retractor,44.3429903996732,Nvec_vc1.1_XM_032378132.2,1.70120541890275,2,"","","",GPP34,"",1.59798657176393
NC_064037.1,1712664,1712914,peak30043,muscle_tentacle_retractor,44.3429903996732,Nvec_vc1.1_XM_032378132.2,1.70120541890275,2,"","","",GPP34,"",1.59798657176393
NC_064037.1,1712664,1712914,peak30043,muscle_tentacle_retractor,44.3429903996732,Nvec_vc1.1_XM_048726434.1,2.02128614180552,1,Cad,"","",CPSase_sm_chain/GATase/CPSase_L_D2/CPSase_L_D3/CPSase_L_D2/MGS/Amidohydro_1/OTCace_N/OTCace,"",2.02128614180552
NC_064037.1,1712664,1712914,peak30043,muscle_tentacle_retractor,44.3429903996732,Nvec_vc1.1_XM_048726434.1,2.02128614180552,1,Cad,"","",CPSase_sm_chain/GATase/CPSase_L_D2/CPSase_L_D3/CPSase_L_D2/MGS/Amidohydro_1/OTCace_N/OTCace,"",2.02128614180552
NC_064037.1,1713290,1713540,peak30044,muscle_tentacle_retractor,26.805218901069,Nvec_vc1.1_XM_048726434.1,2.02128614180552,1,Cad,"","",CPSase_sm_chain/GATase/CPSase_L_D2/CPSase_L_D3/CPSase_L_D2/MGS/Amidohydro_1/OTCace_N/OTCace,"",2.02128614180552
NC_064037.1,1713290,1713540,peak30044,muscle_tentacle_retractor,26.805218901069,Nvec_vc1.1_XM_048726434.1,2.02128614180552,1,Cad,"","",CPSase_sm_chain/GATase/CPSase_L_D2/CPSase_L_D3/CPSase_L_D2/MGS/Amidohydro_1/OTCace_N/OTCace,"",2.02128614180552
NC_064037.1,1713802,1714052,peak30045,muscle_tentacle_retractor,9.92067815074556,Nvec_vc1.1_XM_032378132.2,1.70120541890275,2,"","","",GPP34,"",1.59798657176393
NC_064037.1,1714424,1714674,peak30046,muscle_tentacle_retractor,10.728441819296,Nvec_vc1.1_XM_032378132.2,1.70120541890275,2,"","","",GPP34,"",1.59798657176393
NC_064037.1,1714688,1714938,peak30047,muscle_tentacle_retractor,16.7759668414244,Nvec_vc1.1_XM_032378132.2,1.70120541890275,2,"","","",GPP34,"",1.59798657176393
NC_064037.1,1715694,1715944,peak30048,muscle_tentacle_retractor,9.18770000680874,Nvec_vc1.1_XM_032378132.2,1.70120541890275,2,"","","",GPP34,"",1.59798657176393
NC_064037.1,1854824,1855074,peak30102,muscle_tentacle_retractor,12.2163733233472,Nvec_vc1.1_XM_032378095.2,1.46066343918738,3,Ssh3/Ssh2/Ssh1,"","",DEK_C/DSPc,"",1.46066343918738
NC_064037.1,1854824,1855074,peak30102,muscle_tentacle_retractor,12.2163733233472,Nvec_vc1.1_XM_032378095.2,1.46066343918738,3,Ssh3/Ssh2/Ssh1,"","",DEK_C/DSPc,"",1.46066343918738
NC_064037.1,3234253,3234503,peak30808,muscle_tentacle_retractor,11.4025073193981,Nvec_vc1.1_XM_048726629.1,1.453264772932,4,Nipsnap2/Nipsnap1,"","",NIPSNAP/NIPSNAP,"",1.453264772932
NC_064037.1,3428794,3429044,peak30895,muscle_tentacle_retractor,17.1206168720637,Nvec_vc1.1_XM_001628125.3,1.85969643246778,1,"","","",PCMT/HECT,"",1.85969643246778
NC_064037.1,3503178,3503428,peak30936,muscle_tentacle_retractor,22.7476509838633,Nvec_vc1.1_XM_048726271.1,1.40073214189143,3,Slc22a12/Slc22a29/Slc22a19/Slc22a22/Slc22a28/Slc22a27/Slc22a30/Slc22a26,"","",Sugar_tr,"",1.25705389297131
NC_064034.1,7056315,7056565,peak3125,muscle_tentacle_retractor,11.8515779260571,Nvec_vc1.1_XM_032363918.2,2.69046368309834,1,"","","","","",1.38307016274681
NC_064034.1,7056844,7057094,peak3126,muscle_tentacle_retractor,77.6540648192279,Nvec_vc1.1_XM_032363918.2,2.69046368309834,1,"","","","","",1.38307016274681
NC_064034.1,7056844,7057094,peak3126,muscle_tentacle_retractor,77.6540648192279,Nvec_vc1.1_XM_032363918.2,2.69046368309834,1,"","","","","",1.38307016274681
NC_064034.1,7057184,7057434,peak3127,muscle_tentacle_retractor,28.069227888609,Nvec_vc1.1_XM_032363918.2,2.69046368309834,1,"","","","","",1.38307016274681
NC_064037.1,4737454,4737704,peak31498,muscle_tentacle_retractor,19.5951947300334,Nvec_vc1.1_XM_032382425.2,2.22771244618104,3,"","","","","",2.22771244618104
NC_064037.1,4738102,4738352,peak31500,muscle_tentacle_retractor,30.2900183836046,Nvec_vc1.1_XM_032382425.2,2.22771244618104,3,"","","","","",2.22771244618104
NC_064037.1,4738998,4739248,peak31501,muscle_tentacle_retractor,16.2355569551304,Nvec_vc1.1_XM_032382425.2,2.22771244618104,3,"","","","","",2.22771244618104
NC_064037.1,4739257,4739507,peak31502,muscle_tentacle_retractor,16.4835909307551,Nvec_vc1.1_XM_032382425.2,2.22771244618104,3,"","","","","",2.22771244618104
NC_064037.1,4739257,4739507,peak31502,muscle_tentacle_retractor,16.4835909307551,Nvec_vc1.1_XM_032382425.2,2.22771244618104,3,"","","","","",2.22771244618104
NC_064034.1,7093209,7093459,peak3162,muscle_tentacle_retractor,13.0227497106284,Nvec_vc1.1_XM_048726967.1,1.88345249405389,4,"","","",Ig_3/Ig_3/Ig_3/Ig_3/I-set/I-set/fn3/fn3/fn3,"",1.88345249405389
NC_064034.1,7094256,7094506,peak3165,muscle_tentacle_retractor,9.62668516375025,Nvec_vc1.1_XM_048726967.1,1.88345249405389,4,"","","",Ig_3/Ig_3/Ig_3/Ig_3/I-set/I-set/fn3/fn3/fn3,"",1.88345249405389
NC_064034.1,7096441,7096691,peak3170,muscle_tentacle_retractor,16.0216007353442,Nvec_vc1.1_XM_048726967.1,1.88345249405389,4,"","","",Ig_3/Ig_3/Ig_3/Ig_3/I-set/I-set/fn3/fn3/fn3,"",1.88345249405389
NC_064034.1,7096441,7096691,peak3170,muscle_tentacle_retractor,16.0216007353442,Nvec_vc1.1_XM_048726967.1,1.88345249405389,4,"","","",Ig_3/Ig_3/Ig_3/Ig_3/I-set/I-set/fn3/fn3/fn3,"",1.88345249405389
NC_064037.1,5725726,5725976,peak31995,muscle_tentacle_retractor,10.98274834888,Nvec_vc1.1_XM_048726786.1,1.35914113248415,6,Xkr7/Xkr6/Xkr4,"","",XK-related,"",1.35914113248415
NC_064037.1,5725726,5725976,peak31995,muscle_tentacle_retractor,10.98274834888,Nvec_vc1.1_XM_048726786.1,1.35914113248415,6,Xkr7/Xkr6/Xkr4,"","",XK-related,"",1.35914113248415
NC_064037.1,6257298,6257548,peak32254,muscle_tentacle_retractor,6.36725505549125,Nvec_vc1.1_XM_032378207.2,2.68834177062201,2,"","","","","",2.68834177062201
NC_064037.1,6257298,6257548,peak32254,muscle_tentacle_retractor,6.36725505549125,Nvec_vc1.1_XM_032378207.2,2.68834177062201,2,"","","","","",2.68834177062201
NC_064037.1,6257734,6257984,peak32256,muscle_tentacle_retractor,4.22639919656839,Nvec_vc1.1_XM_032378207.2,2.68834177062201,2,"","","","","",2.68834177062201
NC_064037.1,6257734,6257984,peak32256,muscle_tentacle_retractor,4.22639919656839,Nvec_vc1.1_XM_032378207.2,2.68834177062201,2,"","","","","",2.68834177062201
NC_064037.1,6258499,6258748,peak32258,muscle_tentacle_retractor,7.31737250629809,Nvec_vc1.1_XM_032378207.2,2.68834177062201,2,"","","","","",2.68834177062201
NC_064037.1,6258499,6258748,peak32258,muscle_tentacle_retractor,7.31737250629809,Nvec_vc1.1_XM_032378207.2,2.68834177062201,2,"","","","","",2.68834177062201
NC_064037.1,6258499,6258748,peak32258,muscle_tentacle_retractor,7.31737250629809,Nvec_vc1.1_XM_032378207.2,2.68834177062201,2,"","","","","",2.68834177062201
NC_064037.1,6258499,6258748,peak32258,muscle_tentacle_retractor,7.31737250629809,Nvec_vc1.1_XM_032378207.2,2.68834177062201,2,"","","","","",2.68834177062201
NC_064037.1,6258499,6258748,peak32258,muscle_tentacle_retractor,7.31737250629809,Nvec_vc1.1_XM_032378207.2,2.68834177062201,2,"","","","","",2.68834177062201
NC_064037.1,6258499,6258748,peak32258,muscle_tentacle_retractor,7.31737250629809,Nvec_vc1.1_XM_032378207.2,2.68834177062201,2,"","","","","",2.68834177062201
NC_064037.1,6258499,6258748,peak32258,muscle_tentacle_retractor,7.31737250629809,Nvec_vc1.1_XM_032378207.2,2.68834177062201,2,"","","","","",2.68834177062201
NC_064037.1,6258499,6258748,peak32258,muscle_tentacle_retractor,7.31737250629809,Nvec_vc1.1_XM_032378207.2,2.68834177062201,2,"","","","","",2.68834177062201
NC_064037.1,6258499,6258748,peak32258,muscle_tentacle_retractor,7.31737250629809,Nvec_vc1.1_XM_032378207.2,2.68834177062201,2,"","","","","",2.68834177062201
NC_064037.1,6258499,6258748,peak32258,muscle_tentacle_retractor,7.31737250629809,Nvec_vc1.1_XM_032378207.2,2.68834177062201,2,"","","","","",2.68834177062201
NC_064037.1,6258499,6258748,peak32258,muscle_tentacle_retractor,7.31737250629809,Nvec_vc1.1_XM_032378207.2,2.68834177062201,2,"","","","","",2.68834177062201
NC_064037.1,6258499,6258748,peak32258,muscle_tentacle_retractor,7.31737250629809,Nvec_vc1.1_XM_032378207.2,2.68834177062201,2,"","","","","",2.68834177062201
NC_064037.1,6258499,6258748,peak32258,muscle_tentacle_retractor,7.31737250629809,Nvec_vc1.1_XM_032378207.2,2.68834177062201,2,"","","","","",2.68834177062201
NC_064037.1,6258499,6258748,peak32258,muscle_tentacle_retractor,7.31737250629809,Nvec_vc1.1_XM_032378207.2,2.68834177062201,2,"","","","","",2.68834177062201
NC_064037.1,6258499,6258748,peak32258,muscle_tentacle_retractor,7.31737250629809,Nvec_vc1.1_XM_032378207.2,2.68834177062201,2,"","","","","",2.68834177062201
NC_064037.1,6258499,6258748,peak32258,muscle_tentacle_retractor,7.31737250629809,Nvec_vc1.1_XM_032378207.2,2.68834177062201,2,"","","","","",2.68834177062201
NC_064037.1,6258499,6258748,peak32258,muscle_tentacle_retractor,7.31737250629809,Nvec_vc1.1_XM_032378207.2,2.68834177062201,2,"","","","","",2.68834177062201
NC_064037.1,6258499,6258748,peak32258,muscle_tentacle_retractor,7.31737250629809,Nvec_vc1.1_XM_032378207.2,2.68834177062201,2,"","","","","",2.68834177062201
NC_064037.1,6261287,6261537,peak32261,muscle_tentacle_retractor,51.3996136038674,Nvec_vc1.1_XM_032378207.2,2.68834177062201,2,"","","","","",2.68834177062201
NC_064037.1,6262755,6263005,peak32263,muscle_tentacle_retractor,5.13060870157282,Nvec_vc1.1_XM_032378203.2,1.7393023717469,5,"","","",RdRP,"",1.7393023717469
NC_064037.1,6262755,6263005,peak32263,muscle_tentacle_retractor,5.13060870157282,Nvec_vc1.1_XM_032378207.2,2.68834177062201,2,"","","","","",2.68834177062201
NC_064037.1,6263982,6264232,peak32266,muscle_tentacle_retractor,5.35521209232655,Nvec_vc1.1_XM_032378207.2,2.68834177062201,2,"","","","","",2.68834177062201
NC_064037.1,6263982,6264232,peak32266,muscle_tentacle_retractor,5.35521209232655,Nvec_vc1.1_XM_032378203.2,1.7393023717469,5,"","","",RdRP,"",1.7393023717469
NC_064037.1,6271828,6272078,peak32275,muscle_tentacle_retractor,1.51364301763464,Nvec_vc1.1_XM_032378207.2,2.68834177062201,2,"","","","","",2.68834177062201
NC_064037.1,6271828,6272078,peak32275,muscle_tentacle_retractor,1.51364301763464,Nvec_vc1.1_XM_032378203.2,1.7393023717469,5,"","","",RdRP,"",1.7393023717469
NC_064037.1,6639644,6639894,peak32470,muscle_tentacle_retractor,16.2284928848642,Nvec_vc1.1_XM_032364561.2,1.8921750296114,1,Hnf1a/Hnf1b,"",Homeodomains.HG2.0:HNF1A/HNF1B,HNF-1_N/Homeodomain,tfs,1.20999269105955
NC_064037.1,6640339,6640589,peak32471,muscle_tentacle_retractor,16.9150268945326,Nvec_vc1.1_XM_032364561.2,1.8921750296114,1,Hnf1a/Hnf1b,"",Homeodomains.HG2.0:HNF1A/HNF1B,HNF-1_N/Homeodomain,tfs,1.20999269105955
NC_064037.1,6841250,6841500,peak32554,muscle_tentacle_retractor,11.9445683257302,Nvec_vc1.1_XM_001639507.3,1.58536715604443,5,"","","","","",1.29085962981456
NC_064037.1,6841876,6842126,peak32555,muscle_tentacle_retractor,27.8081041056717,Nvec_vc1.1_XM_001639507.3,1.58536715604443,5,"","","","","",1.29085962981456
NC_064037.1,6843309,6843559,peak32558,muscle_tentacle_retractor,16.5872285013958,Nvec_vc1.1_XM_001639507.3,1.58536715604443,5,"","","","","",1.29085962981456
NC_064037.1,7161592,7161842,peak32686,muscle_tentacle_retractor,36.4267038877919,Nvec_vc1.1_XM_048726568.1,1.8736073826199,2,"","","",MAM/MAM/MAM/MAM/MAM,"",1.8736073826199
NC_064037.1,7162271,7162521,peak32687,muscle_tentacle_retractor,8.08947538639613,Nvec_vc1.1_XM_048726568.1,1.8736073826199,2,"","","",MAM/MAM/MAM/MAM/MAM,"",1.8736073826199
NC_064037.1,7266024,7266274,peak32751,muscle_tentacle_retractor,13.5251157486212,Nvec_vc1.1_XM_032364509.2,2.40430363282179,2,"","","",Laminin_G_2/Laminin_G_2,"",2.40430363282179
NC_064037.1,7268093,7268343,peak32753,muscle_tentacle_retractor,16.086751889426,Nvec_vc1.1_XM_032364509.2,2.40430363282179,2,"","","",Laminin_G_2/Laminin_G_2,"",2.40430363282179
NC_064034.1,7325242,7325492,peak3276,muscle_tentacle_retractor,19.385502485191,Nvec_vc1.1_XM_032363791.2,1.33221194138146,7,"","","",Ank_2,"",1.33221194138146
NC_064034.1,7325242,7325492,peak3276,muscle_tentacle_retractor,19.385502485191,Nvec_vc1.1_XM_032363791.2,1.33221194138146,7,"","","",Ank_2,"",1.33221194138146
NC_064034.1,7325242,7325492,peak3276,muscle_tentacle_retractor,19.385502485191,Nvec_vc1.1_XM_032363791.2,1.33221194138146,7,"","","",Ank_2,"",1.33221194138146
NC_064034.1,7325242,7325492,peak3276,muscle_tentacle_retractor,19.385502485191,Nvec_vc1.1_XM_032363791.2,1.33221194138146,7,"","","",Ank_2,"",1.33221194138146
NC_064037.1,7552201,7552451,peak32886,muscle_tentacle_retractor,8.92452509021584,Nvec_vc1.1_XM_032364537.2,3.67158309046958,2,"","","",7tm_1,"",1.80007102310569
NC_064037.1,7561785,7562035,peak32894,muscle_tentacle_retractor,10.1198508885409,Nvec_vc1.1_XM_032364537.2,3.67158309046958,2,"","","",7tm_1,"",1.80007102310569
NC_064037.1,7562574,7562824,peak32895,muscle_tentacle_retractor,19.8252791584394,Nvec_vc1.1_XM_032364537.2,3.67158309046958,2,"","","",7tm_1,"",1.80007102310569
NC_064037.1,7562980,7563230,peak32896,muscle_tentacle_retractor,78.6698270579424,Nvec_vc1.1_XM_032364537.2,3.67158309046958,2,"","","",7tm_1,"",1.80007102310569
NC_064037.1,7563431,7563681,peak32897,muscle_tentacle_retractor,10.7170882413018,Nvec_vc1.1_XM_032364537.2,3.67158309046958,2,"","","",7tm_1,"",1.80007102310569
NC_064037.1,7565595,7565845,peak32901,muscle_tentacle_retractor,5.3174576155784,Nvec_vc1.1_XM_032364537.2,3.67158309046958,2,"","","",7tm_1,"",1.80007102310569
NC_064037.1,7566461,7566711,peak32903,muscle_tentacle_retractor,8.96861169741949,Nvec_vc1.1_XM_032364537.2,3.67158309046958,2,"","","",7tm_1,"",1.80007102310569
NC_064037.1,7566461,7566711,peak32903,muscle_tentacle_retractor,8.96861169741949,Nvec_vc1.1_XM_032364537.2,3.67158309046958,2,"","","",7tm_1,"",1.80007102310569
NC_064034.1,7380968,7381218,peak3296,muscle_tentacle_retractor,13.5133791788657,Nvec_vc1.1_XM_032363949.2,1.25861868154901,5,"","","","","",1.25861868154901
NC_064037.1,9834920,9835170,peak33945,muscle_tentacle_retractor,3.24745523251855,Nvec_vc1.1_XM_048727096.1,1.83008906978887,4,"","","","","",1.83008906978887
NC_064037.1,10119957,10120207,peak34070,muscle_tentacle_retractor,12.8936644651733,Nvec_vc1.1_XM_001633906.3,1.58235530757053,6,"","","",GILT,"",1.58235530757053
NC_064037.1,10714396,10714646,peak34345,muscle_tentacle_retractor,13.3344879825696,Nvec_vc1.1_XM_048726069.1,1.30807773790258,2,Med15,"","",Med15/Med15,"",1.30807773790258
NC_064037.1,10714396,10714646,peak34345,muscle_tentacle_retractor,13.3344879825696,Nvec_vc1.1_XM_048726069.1,1.30807773790258,2,Med15,"","",Med15/Med15,"",1.30807773790258
NC_064037.1,10723226,10723476,peak34347,muscle_tentacle_retractor,13.3689402192415,Nvec_vc1.1_XM_032383262.2,3.14136778495031,1,"","","","","",3.03212153824105
NC_064037.1,10726677,10726927,peak34351,muscle_tentacle_retractor,9.01111527200926,Nvec_vc1.1_XM_032383262.2,3.14136778495031,1,"","","","","",3.03212153824105
NC_064037.1,10726677,10726927,peak34351,muscle_tentacle_retractor,9.01111527200926,Nvec_vc1.1_XM_032383262.2,3.14136778495031,1,"","","","","",3.03212153824105
NC_064037.1,10727773,10728023,peak34353,muscle_tentacle_retractor,10.6764145162389,Nvec_vc1.1_XM_032383262.2,3.14136778495031,1,"","","","","",3.03212153824105
NC_064037.1,10728697,10728947,peak34355,muscle_tentacle_retractor,26.921878191598,Nvec_vc1.1_XM_032383262.2,3.14136778495031,1,"","","","","",3.03212153824105
NC_064037.1,10732094,10732344,peak34364,muscle_tentacle_retractor,19.0012681282767,Nvec_vc1.1_XM_032383262.2,3.14136778495031,1,"","","","","",3.03212153824105
NC_064037.1,11948698,11948948,peak34945,muscle_tentacle_retractor,11.7251906447879,Nvec_vc1.1_XM_048726208.1,1.40151468838145,2,"","","",Sugar_tr,"",1.264741133192
NC_064037.1,12155828,12156078,peak35041,muscle_tentacle_retractor,10.1259702457956,Nvec_vc1.1_XM_001636654.3,4.87662017449891,2,"","","","","",4.09688454386588
NC_064037.1,12155828,12156078,peak35041,muscle_tentacle_retractor,10.1259702457956,Nvec_vc1.1_XM_048727068.1,2.83010564766952,3,"","","",Inhibitor_I29/Peptidase_C1,"",2.673060664327
NC_064037.1,12157093,12157343,peak35044,muscle_tentacle_retractor,30.7000408524546,Nvec_vc1.1_XM_001636654.3,4.87662017449891,2,"","","","","",4.09688454386588
NC_064034.1,7877048,7877298,peak3514,muscle_tentacle_retractor,44.5884370531763,Nvec_vc1.1_XM_032365556.2,2.84538920230638,2,"","","",Ldl_recept_b/Ldl_recept_b/Ldl_recept_b/FXa_inhibition/Ldl_recept_b/Ldl_recept_b/Ldl_recept_b/FXa_inhibition/Ldl_recept_b/Sushi/HYR/HYR/Ephrin_rec_like/ShK,"",2.84538920230638
NC_064037.1,12445436,12445686,peak35188,muscle_tentacle_retractor,9.8691274596582,Nvec_vc1.1_XM_032377672.2,1.4730212608426,2,"","","",F5_F8_type_C/F5_F8_type_C/F5_F8_type_C/Ig_2/PAN_1,"",1.4730212608426
NC_064037.1,12446636,12446886,peak35189,muscle_tentacle_retractor,8.05098896983727,Nvec_vc1.1_XM_032377672.2,1.4730212608426,2,"","","",F5_F8_type_C/F5_F8_type_C/F5_F8_type_C/Ig_2/PAN_1,"",1.4730212608426
NC_064037.1,12549758,12550008,peak35230,muscle_tentacle_retractor,15.9689351126847,Nvec_vc1.1_XM_032377667.2,1.61944740329848,5,"","","",TMEM132D_C,"",1.61944740329848
NC_064037.1,12559223,12559473,peak35239,muscle_tentacle_retractor,11.460679512494,Nvec_vc1.1_XM_032377662.2,2.15008683655803,4,"","","",7tm_1,"",1.88771318362926
NC_064037.1,12560412,12560662,peak35242,muscle_tentacle_retractor,12.1953768638932,Nvec_vc1.1_XM_032377662.2,2.15008683655803,4,"","","",7tm_1,"",1.88771318362926
NC_064037.1,12561289,12561539,peak35244,muscle_tentacle_retractor,24.5541975897052,Nvec_vc1.1_XM_032377662.2,2.15008683655803,4,"","","",7tm_1,"",1.88771318362926
