gene	cell_type	rank	mcfp	umi	total_umi	max_chromvar	gene_name	common_name	og	pfam
Nvec_vc1.1_XM_032384912.2	neuronal	1738	1.19464162658301	14	361	52.7293791180316	""	""	zf-C2H2.HG1.78:like:AC008758.1/AC008770.2/AC010422.6/AC073111.4/AC138696.1/BCL11A/BCL11B/EGR1/EGR2/EGR3/EGR4/FEZF1/FEZF2/GFI1/GFI1B/GZF1/HIC1/HIVEP1/IKZF1/IKZF2/IKZF3/IKZF4/MAZ/MYNN/MZF1/OSR1/OSR2/PATZ1/PLAG1/PRDM1/PRDM2/PRDM4/PRDM5/PRDM12/PRDM13/PRDM15/REPIN1/SALL1/SALL2/SALL3/SALL4/VEZF1/ZBTB2/ZBTB3/ZBTB6/ZBTB7A/ZBTB7B/ZBTB7C/ZBTB8A/ZBTB11/ZBTB14/ZBTB21/ZBTB24/ZBTB25/ZBTB26/ZBTB32/ZBTB34/ZBTB37/ZBTB38/ZBTB39/ZBTB41/ZBTB45/ZBTB47/ZFAT/ZFP37/ZFP41/ZFP57/ZFP64/ZFX/ZFY/ZIM2/ZIM3/ZKSCAN2/ZNF2/ZNF14/ZNF16/ZNF18/ZNF20/ZNF22/ZNF24/ZNF32/ZNF35/ZNF45/ZNF57/ZNF74/ZNF80/ZNF133/ZNF135/ZNF136/ZNF138/ZNF141/ZNF142/ZNF197/ZNF200/ZNF202/ZNF212/ZNF213/ZNF217/ZNF219/ZNF236/ZNF260/ZNF263/ZNF264/ZNF268/ZNF275/ZNF282/ZNF287/ZNF296/ZNF311/ZNF316/ZNF320/ZNF331/ZNF335/ZNF337/ZNF341/ZNF343/ZNF367/ZNF396/ZNF397/ZNF436/ZNF439/ZNF444/ZNF446/ZNF467/ZNF484/ZNF490/ZNF491/ZNF497/ZNF500/ZNF502/ZNF507/ZNF513/ZNF526/ZNF532/ZNF536/ZNF540/ZNF543/ZNF551/ZNF555/ZNF564/ZNF568/ZNF569/ZNF573/ZNF589/ZNF592/ZNF596/ZNF597/ZNF605/ZNF629/ZNF644/ZNF646/ZNF648/ZNF652/ZNF658/ZNF664/ZNF665/ZNF667/ZNF668/ZNF669/ZNF678/ZNF687/ZNF688/ZNF695/ZNF696/ZNF697/ZNF699/ZNF707/ZNF709/ZNF711/ZNF713/ZNF717/ZNF728/ZNF732/ZNF763/ZNF768/ZNF771/ZNF774/ZNF775/ZNF777/ZNF778/ZNF780A/ZNF780B/ZNF781/ZNF783/ZNF784/ZNF786/ZNF791/ZNF805/ZNF827/ZNF835/ZNF845/ZNF865/ZNF878/ZNF879/ZNF883/ZSCAN2/ZSCAN4/ZSCAN5A/ZSCAN5B/ZSCAN10/ZSCAN16/ZSCAN23/ZSCAN26	zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2
Nvec_vc1.1_XM_032384949.2	ectoderm.embryonic	342	3.41939463660175	2588	5517	60.3047443979989	Lhx9/Lhx2	""	Homeodomains.HG2.8:LHX2/LHX9	LIM/LIM/Homeodomain
Nvec_vc1.1_XM_032385089.2	ectoderm.embryonic	3893	1.60700539209421	1058	3399	18.9459307831898	Gabpa	""	Ets.HG1.7:GABPA	Ets
Nvec_vc1.1_XM_032385169.2	ectoderm.epidermis	2778	1.17930016822809	8	170	19.5199893495675	""	""	Homeodomains.HG1.71:like:NOTO	Homeodomain
Nvec_vc1.1_XM_032385373.2	ectoderm.embryonic	4803	1.48296768435514	478	1510	20.8491168484527	Zfp764/E430018J23Rik/Zfp689/9130019O22Rik/Zfp747/Zfp688	""	zf-C2H2.HG13.5:GLI4/ZFP90/ZNF7/ZNF10/ZNF19/ZNF75A/ZNF75D/ZNF79/ZNF358/ZNF485/ZNF572/ZNF621/ZNF672	zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2
Nvec_vc1.1_XM_032385411.2	mesendoderm.embryonic	2032	1.20680285560757	113	116	0	""	""	HMGbox_Sox.HG1.17:PINX1/SOX7/SOX17/SOX18	HMG_box
Nvec_vc1.1_XM_032385496.2	neuronal	51	4.77022416502347	435	1550	44.1933736580587	Ptf1a	PTF1a	HLH.HG1.91:like:FERD3L/PTF1A	HLH
Nvec_vc1.1_XM_032385556.2	mesendoderm.embryonic	208	1.86979006221787	514	621	27.362672598969	Pou5f1/Pou5f2	""	Homeodomains.HG4.9:like:POU3F1/POU3F2/POU3F3/POU3F4	Pou/Homeodomain
Nvec_vc1.1_XM_032385569.2	ectoderm.embryonic	12047	1.02842022249642	19	34	48.0243893341576	Npas3/Npas1	""	HLH.HG1.0:AC019117.4/AHR/AHRR/ARNT/ARNT2/ARNTL/ARNTL2/CLOCK/NCOA1/NPAS1/NPAS2/SIM1	HLH/PAS/PAS_11
Nvec_vc1.1_XM_032385577.2	ectoderm.embryonic	4598	1.5068285348313	1291	4018	16.5780931040556	Cers6/Cers5	""	Homeodomains.HG3.2:CERS2/CERS3/CERS4/CERS5/CERS6	Homeodomain/TRAM_LAG1_CLN8
Nvec_vc1.1_XM_032385647.2	gland.mucous	28	5.86903037706889	1378	6771	33.4389293882109	Rfx1/Rfx3/Rfx2	RFX1/2/3	RFX.HG1.2:RFX1/RFX2/RFX3	RFX_DNA_binding
Nvec_vc1.1_XM_032385706.2	ectoderm.embryonic.aboral	3736	1.19685870279991	238	364	28.0255784428509	""	FoxQ2d	Forkhead.HG1.14:like:FOXN1/FOXN2/FOXN3/FOXN4/FOXR1/FOXR2	Forkhead
Nvec_vc1.1_XM_032385715.2	ectoderm.embryonic	10646	1.06372476829394	56	139	27.1410075530478	""	""	E2F_TDP.HG1.4:E2F1/E2F2/E2F3/E2F6	E2F_TDP/E2F_CC-MB
Nvec_vc1.1_XM_032385745.2	neuronal	1415	1.25255972880486	54	66	11.9868131658162	Prdm14	Prdm14d	zf-C2H2.HG19.1:PRDM14	zf-C2H2/zf-C2H2
Nvec_vc1.1_XM_032385746.2	ectoderm.embryonic	6482	1.31451201290877	249	784	10.7995001119552	Dmtf1/Dmtf1l	""	Myb.HG1.2:DMTF1/TTF1	Myb_DNA-binding/Myb_DNA-binding
Nvec_vc1.1_XM_032385905.2	mesendoderm.embryonic	2053	1.20514281001401	148	557	0	""	""	zf-C2H2.HG1.3:ZBTB3	zf-C2H2
Nvec_vc1.1_XM_032385963.2	mesendoderm.embryonic	1989	1.2111045526201	133	317	13.1300720208418	""	""	zf-C2H2.HG8.0:ZNF576/ZNF683/ZNF891	zf-C2H2/zf-C2H2
Nvec_vc1.1_XM_032386243.2	ectoderm.epidermis	565	2.08879949469395	145	7548	15.0706687879975	Grhl1/Grhl3/Grhl2	Grainyhead	Grainyhead_LSF.HG1.1:GRHL1/GRHL2/GRHL3	CP2
Nvec_vc1.1_XM_032386296.2	mesendoderm.embryonic	4010	1.10091371755265	51	77	18.4555992301715	""	""	HMGbox_Sox.HG1.18:like:SOX1/SOX2/SOX3/SOX14/SOX15/SOX21/SRY	HMG_box
Nvec_vc1.1_XM_032386356.2	ectoderm.embryonic	11460	1.03989051664298	36	84	51.778291137948	Srebf2/Srebf1	""	HLH.HG1.25:SREBF1/SREBF2	HLH
Nvec_vc1.1_XM_032386357.2	ectoderm.embryonic	10873	1.05662286297085	105	357		Srebf2/Srebf1	""	HLH.HG1.25:SREBF1/SREBF2	HLH
Nvec_vc1.1_XM_032386464.2	neuronal	3312	1.05205649939825	3	30	10.2372042442591	Id1/Id3/Id2/Id4	""	HLH.HG1.51:ID1/ID2/ID3/ID4	HLH
Nvec_vc1.1_XM_032386947.2	ectoderm.embryonic.aboral	75	2.95236777020059	9068	14377	29.4835284455293	""	FoxQ2a	Forkhead.HG1.13:like:FOXN1/FOXN2/FOXN3/FOXN4/FOXR1/FOXR2	Forkhead
Nvec_vc1.1_XM_032386968.2	ectoderm.embryonic	8516	1.16225708418029	179	575	8.43071296993471	""	""	zf-C2H2.HG1.116:like:AC008758.1/AC008770.2/AC010422.6/AC073111.4/AC138696.1/BCL11A/BCL11B/EGR1/EGR2/EGR3/EGR4/FEZF1/FEZF2/GFI1/GFI1B/GZF1/HIC1/HIVEP1/IKZF1/IKZF2/IKZF3/IKZF4/MAZ/MYNN/MZF1/OSR1/OSR2/PATZ1/PLAG1/PRDM1/PRDM2/PRDM4/PRDM5/PRDM12/PRDM13/PRDM15/REPIN1/SALL1/SALL2/SALL3/SALL4/VEZF1/ZBTB2/ZBTB3/ZBTB6/ZBTB7A/ZBTB7B/ZBTB7C/ZBTB8A/ZBTB11/ZBTB14/ZBTB21/ZBTB24/ZBTB25/ZBTB26/ZBTB32/ZBTB34/ZBTB37/ZBTB38/ZBTB39/ZBTB41/ZBTB45/ZBTB47/ZFAT/ZFP37/ZFP41/ZFP57/ZFP64/ZFX/ZFY/ZIM2/ZIM3/ZKSCAN2/ZNF2/ZNF14/ZNF16/ZNF18/ZNF20/ZNF22/ZNF24/ZNF32/ZNF35/ZNF45/ZNF57/ZNF74/ZNF80/ZNF133/ZNF135/ZNF136/ZNF138/ZNF141/ZNF142/ZNF197/ZNF200/ZNF202/ZNF212/ZNF213/ZNF217/ZNF219/ZNF236/ZNF260/ZNF263/ZNF264/ZNF268/ZNF275/ZNF282/ZNF287/ZNF296/ZNF311/ZNF316/ZNF320/ZNF331/ZNF335/ZNF337/ZNF341/ZNF343/ZNF367/ZNF396/ZNF397/ZNF436/ZNF439/ZNF444/ZNF446/ZNF467/ZNF484/ZNF490/ZNF491/ZNF497/ZNF500/ZNF502/ZNF507/ZNF513/ZNF526/ZNF532/ZNF536/ZNF540/ZNF543/ZNF551/ZNF555/ZNF564/ZNF568/ZNF569/ZNF573/ZNF589/ZNF592/ZNF596/ZNF597/ZNF605/ZNF629/ZNF644/ZNF646/ZNF648/ZNF652/ZNF658/ZNF664/ZNF665/ZNF667/ZNF668/ZNF669/ZNF678/ZNF687/ZNF688/ZNF695/ZNF696/ZNF697/ZNF699/ZNF707/ZNF709/ZNF711/ZNF713/ZNF717/ZNF728/ZNF732/ZNF763/ZNF768/ZNF771/ZNF774/ZNF775/ZNF777/ZNF778/ZNF780A/ZNF780B/ZNF781/ZNF783/ZNF784/ZNF786/ZNF791/ZNF805/ZNF827/ZNF835/ZNF845/ZNF865/ZNF878/ZNF879/ZNF883/ZSCAN2/ZSCAN4/ZSCAN5A/ZSCAN5B/ZSCAN10/ZSCAN16/ZSCAN23/ZSCAN26	zf-C2H2/zf-C2H2_4
Nvec_vc1.1_XM_032386992.2	ectoderm.embryonic	5166	1.4407375154684	383	1058	11.0618018806666	Onecut2/Onecut3/Onecut1	""	Homeodomains.HG3.13:ONECUT1/ONECUT2/ONECUT3	CUT/Homeodomain
Nvec_vc1.1_XM_032387080.2	ectoderm.embryonic	9745	1.09781462219119	128	479	19.7046462951108	Zfp251/Zfp7/Gm49527/Zfp612/Zfp128/Zfp78/Zim1	""	zf-C2H2.HG1.192:like:AC008758.1/AC008770.2/AC010422.6/AC073111.4/AC138696.1/BCL11A/BCL11B/EGR1/EGR2/EGR3/EGR4/FEZF1/FEZF2/GFI1/GFI1B/GZF1/HIC1/HIVEP1/IKZF1/IKZF2/IKZF3/IKZF4/MAZ/MYNN/MZF1/OSR1/OSR2/PATZ1/PLAG1/PRDM1/PRDM2/PRDM4/PRDM5/PRDM12/PRDM13/PRDM15/REPIN1/SALL1/SALL2/SALL3/SALL4/VEZF1/ZBTB2/ZBTB3/ZBTB6/ZBTB7A/ZBTB7B/ZBTB7C/ZBTB8A/ZBTB11/ZBTB14/ZBTB21/ZBTB24/ZBTB25/ZBTB26/ZBTB32/ZBTB34/ZBTB37/ZBTB38/ZBTB39/ZBTB41/ZBTB45/ZBTB47/ZFAT/ZFP37/ZFP41/ZFP57/ZFP64/ZFX/ZFY/ZIM2/ZIM3/ZKSCAN2/ZNF2/ZNF14/ZNF16/ZNF18/ZNF20/ZNF22/ZNF24/ZNF32/ZNF35/ZNF45/ZNF57/ZNF74/ZNF80/ZNF133/ZNF135/ZNF136/ZNF138/ZNF141/ZNF142/ZNF197/ZNF200/ZNF202/ZNF212/ZNF213/ZNF217/ZNF219/ZNF236/ZNF260/ZNF263/ZNF264/ZNF268/ZNF275/ZNF282/ZNF287/ZNF296/ZNF311/ZNF316/ZNF320/ZNF331/ZNF335/ZNF337/ZNF341/ZNF343/ZNF367/ZNF396/ZNF397/ZNF436/ZNF439/ZNF444/ZNF446/ZNF467/ZNF484/ZNF490/ZNF491/ZNF497/ZNF500/ZNF502/ZNF507/ZNF513/ZNF526/ZNF532/ZNF536/ZNF540/ZNF543/ZNF551/ZNF555/ZNF564/ZNF568/ZNF569/ZNF573/ZNF589/ZNF592/ZNF596/ZNF597/ZNF605/ZNF629/ZNF644/ZNF646/ZNF648/ZNF652/ZNF658/ZNF664/ZNF665/ZNF667/ZNF668/ZNF669/ZNF678/ZNF687/ZNF688/ZNF695/ZNF696/ZNF697/ZNF699/ZNF707/ZNF709/ZNF711/ZNF713/ZNF717/ZNF728/ZNF732/ZNF763/ZNF768/ZNF771/ZNF774/ZNF775/ZNF777/ZNF778/ZNF780A/ZNF780B/ZNF781/ZNF783/ZNF784/ZNF786/ZNF791/ZNF805/ZNF827/ZNF835/ZNF845/ZNF865/ZNF878/ZNF879/ZNF883/ZSCAN2/ZSCAN4/ZSCAN5A/ZSCAN5B/ZSCAN10/ZSCAN16/ZSCAN23/ZSCAN26	zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2_6/zf-C2H2/zf-C2H2_6/zf-C2H2/zf-C2H2_6/zf-met/zf-C2H2_6/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2
Nvec_vc1.1_XM_032387167.2	cnidocyte	6	11.1028149436939	5597	10866	54.7408677361517	""	FoxA/D?	Forkhead.HG1.1:FOXA1/FOXA2/FOXA3/FOXB1/FOXB2/FOXD1/FOXD2/FOXD3/FOXD4/FOXD4L1/FOXD4L3/FOXD4L4/FOXD4L5/FOXD4L6/FOXE1/FOXE3	Forkhead
Nvec_vc1.1_XM_032387186.2	mesendoderm.embryonic	26	4.59310539241125	3100	3243	14.5986035090574	Snai2	SnailA	zf-C2H2.HG7.5:SNAI1/SNAI2/SNAI3	zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2
Nvec_vc1.1_XM_032387218.2	ectoderm.epidermis	3007	1.15755652464211	24	1828	17.6140129646381	E4f1	""	zf-C2H2.HG57.1:like:ZBTB48	zf-C2H2_6/zf-C2H2_6/zf-met/zf-C2H2/zf-C2H2
Nvec_vc1.1_XM_032387283.2	mesendoderm.embryonic	2791	1.15585992723896	91	225	24.7204164161577	Ovol3/Ovol1	""	zf-C2H2.HG15.1:OVOL1/OVOL2/OVOL3	zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2
Nvec_vc1.1_XM_032387318.2	NPC	3727	1.06132997328514	18	91	7.38757522635856	""	""	HLH.HG1.15:like:TFAP4	HLH
Nvec_vc1.1_XM_048719424.1	ectoderm.epidermis	4858	1.05742399336138	2	22	5.74801354645395	""	""	zf-C2H2.HG1.36:like:AC008758.1/AC008770.2/AC010422.6/AC073111.4/AC138696.1/BCL11A/BCL11B/EGR1/EGR2/EGR3/EGR4/FEZF1/FEZF2/GFI1/GFI1B/GZF1/HIC1/HIVEP1/IKZF1/IKZF2/IKZF3/IKZF4/MAZ/MYNN/MZF1/OSR1/OSR2/PATZ1/PLAG1/PRDM1/PRDM2/PRDM4/PRDM5/PRDM12/PRDM13/PRDM15/REPIN1/SALL1/SALL2/SALL3/SALL4/VEZF1/ZBTB2/ZBTB3/ZBTB6/ZBTB7A/ZBTB7B/ZBTB7C/ZBTB8A/ZBTB11/ZBTB14/ZBTB21/ZBTB24/ZBTB25/ZBTB26/ZBTB32/ZBTB34/ZBTB37/ZBTB38/ZBTB39/ZBTB41/ZBTB45/ZBTB47/ZFAT/ZFP37/ZFP41/ZFP57/ZFP64/ZFX/ZFY/ZIM2/ZIM3/ZKSCAN2/ZNF2/ZNF14/ZNF16/ZNF18/ZNF20/ZNF22/ZNF24/ZNF32/ZNF35/ZNF45/ZNF57/ZNF74/ZNF80/ZNF133/ZNF135/ZNF136/ZNF138/ZNF141/ZNF142/ZNF197/ZNF200/ZNF202/ZNF212/ZNF213/ZNF217/ZNF219/ZNF236/ZNF260/ZNF263/ZNF264/ZNF268/ZNF275/ZNF282/ZNF287/ZNF296/ZNF311/ZNF316/ZNF320/ZNF331/ZNF335/ZNF337/ZNF341/ZNF343/ZNF367/ZNF396/ZNF397/ZNF436/ZNF439/ZNF444/ZNF446/ZNF467/ZNF484/ZNF490/ZNF491/ZNF497/ZNF500/ZNF502/ZNF507/ZNF513/ZNF526/ZNF532/ZNF536/ZNF540/ZNF543/ZNF551/ZNF555/ZNF564/ZNF568/ZNF569/ZNF573/ZNF589/ZNF592/ZNF596/ZNF597/ZNF605/ZNF629/ZNF644/ZNF646/ZNF648/ZNF652/ZNF658/ZNF664/ZNF665/ZNF667/ZNF668/ZNF669/ZNF678/ZNF687/ZNF688/ZNF695/ZNF696/ZNF697/ZNF699/ZNF707/ZNF709/ZNF711/ZNF713/ZNF717/ZNF728/ZNF732/ZNF763/ZNF768/ZNF771/ZNF774/ZNF775/ZNF777/ZNF778/ZNF780A/ZNF780B/ZNF781/ZNF783/ZNF784/ZNF786/ZNF791/ZNF805/ZNF827/ZNF835/ZNF845/ZNF865/ZNF878/ZNF879/ZNF883/ZSCAN2/ZSCAN4/ZSCAN5A/ZSCAN5B/ZSCAN10/ZSCAN16/ZSCAN23/ZSCAN26	zf-C2H2/zf-C2H2
Nvec_vc1.1_XM_048719441.1	ectoderm.embryonic	10354	1.0736009188069	50	133	13.0181182952132	""	""	zf-C2H2.HG24.0:ZNF599/ZSCAN25	zf-C2H2/zf-C2H2_3rep/zf-C2H2
Nvec_vc1.1_XM_048719714.1	mesendoderm.embryonic	5165	1.06626105618445	56	168	17.0721948531333	""	""	zf-C2H2.HG116.1:NA	zf-C2H2/zf-C2H2
Nvec_vc1.1_XM_048720219.1	ectoderm.pharyngeal	203	1.45088571665807	7	93	13.939600461034	""	""	zf-C2H2.HG1.36:like:AC008758.1/AC008770.2/AC010422.6/AC073111.4/AC138696.1/BCL11A/BCL11B/EGR1/EGR2/EGR3/EGR4/FEZF1/FEZF2/GFI1/GFI1B/GZF1/HIC1/HIVEP1/IKZF1/IKZF2/IKZF3/IKZF4/MAZ/MYNN/MZF1/OSR1/OSR2/PATZ1/PLAG1/PRDM1/PRDM2/PRDM4/PRDM5/PRDM12/PRDM13/PRDM15/REPIN1/SALL1/SALL2/SALL3/SALL4/VEZF1/ZBTB2/ZBTB3/ZBTB6/ZBTB7A/ZBTB7B/ZBTB7C/ZBTB8A/ZBTB11/ZBTB14/ZBTB21/ZBTB24/ZBTB25/ZBTB26/ZBTB32/ZBTB34/ZBTB37/ZBTB38/ZBTB39/ZBTB41/ZBTB45/ZBTB47/ZFAT/ZFP37/ZFP41/ZFP57/ZFP64/ZFX/ZFY/ZIM2/ZIM3/ZKSCAN2/ZNF2/ZNF14/ZNF16/ZNF18/ZNF20/ZNF22/ZNF24/ZNF32/ZNF35/ZNF45/ZNF57/ZNF74/ZNF80/ZNF133/ZNF135/ZNF136/ZNF138/ZNF141/ZNF142/ZNF197/ZNF200/ZNF202/ZNF212/ZNF213/ZNF217/ZNF219/ZNF236/ZNF260/ZNF263/ZNF264/ZNF268/ZNF275/ZNF282/ZNF287/ZNF296/ZNF311/ZNF316/ZNF320/ZNF331/ZNF335/ZNF337/ZNF341/ZNF343/ZNF367/ZNF396/ZNF397/ZNF436/ZNF439/ZNF444/ZNF446/ZNF467/ZNF484/ZNF490/ZNF491/ZNF497/ZNF500/ZNF502/ZNF507/ZNF513/ZNF526/ZNF532/ZNF536/ZNF540/ZNF543/ZNF551/ZNF555/ZNF564/ZNF568/ZNF569/ZNF573/ZNF589/ZNF592/ZNF596/ZNF597/ZNF605/ZNF629/ZNF644/ZNF646/ZNF648/ZNF652/ZNF658/ZNF664/ZNF665/ZNF667/ZNF668/ZNF669/ZNF678/ZNF687/ZNF688/ZNF695/ZNF696/ZNF697/ZNF699/ZNF707/ZNF709/ZNF711/ZNF713/ZNF717/ZNF728/ZNF732/ZNF763/ZNF768/ZNF771/ZNF774/ZNF775/ZNF777/ZNF778/ZNF780A/ZNF780B/ZNF781/ZNF783/ZNF784/ZNF786/ZNF791/ZNF805/ZNF827/ZNF835/ZNF845/ZNF865/ZNF878/ZNF879/ZNF883/ZSCAN2/ZSCAN4/ZSCAN5A/ZSCAN5B/ZSCAN10/ZSCAN16/ZSCAN23/ZSCAN26	zf-C2H2/zf-C2H2
Nvec_vc1.1_XM_048720635.1	ectoderm.embryonic	4472	1.52364686483461	588	2158	14.4209754769326	Thap4/Thap1/Thap3	""	THAP_finger.HG1.0:AC073612.1/THAP1/THAP2/THAP3/THAP4/THAP5/THAP6/THAP7/THAP8/THAP9/THAP10	THAP
Nvec_vc1.1_XM_048720727.1	gland.mucous	2190	1.07385613055609	12	109	15.343303356962	Irf7/Irf4/Irf8/Irf5/Irf9/Irf6/Irf3	""	IRF.HG1.1:IRF1/IRF2/IRF3/IRF4/IRF5/IRF6/IRF7/IRF8/IRF9	IRF/IRF-3
Nvec_vc1.1_XM_048721183.1	ectoderm.embryonic	198	3.93451189686896	10184	29431		Max/Ppp5c	""	HLH.HG1.24:MAX	HLH/TPR_8/PPP5/Metallophos
Nvec_vc1.1_XM_048721411.1	cnidocyte	826	1.28051338640054	85	375	9.3056288271392	""	""	zf-C2H2.HG66.0:ZNF8	zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2
Nvec_vc1.1_XM_048721414.1	cnidocyte	7	10.0870850235381	5379	12710	48.6880125548465	Prdm13	""	zf-C2H2.HG1.7:PRDM13	zf-C2H2/zf-C2H2/zf-C2H2
Nvec_vc1.1_XM_048721452.1	ectoderm.embryonic	5165	1.44092413471179	300	597	0	Wdhd1	""	HMGbox_Sox.HG1.62:like:NSD2	WD40/WD40/Mcl1_mid/HMG_box
Nvec_vc1.1_XM_048721581.1	neuronal	2517	1.10363535857632	5	55	21.4046431629751	Zfp236/Zfp574/Zfp526	""	zf-C2H2.HG1.29:like:AC008758.1/AC008770.2/AC010422.6/AC073111.4/AC138696.1/BCL11A/BCL11B/EGR1/EGR2/EGR3/EGR4/FEZF1/FEZF2/GFI1/GFI1B/GZF1/HIC1/HIVEP1/IKZF1/IKZF2/IKZF3/IKZF4/MAZ/MYNN/MZF1/OSR1/OSR2/PATZ1/PLAG1/PRDM1/PRDM2/PRDM4/PRDM5/PRDM12/PRDM13/PRDM15/REPIN1/SALL1/SALL2/SALL3/SALL4/VEZF1/ZBTB2/ZBTB3/ZBTB6/ZBTB7A/ZBTB7B/ZBTB7C/ZBTB8A/ZBTB11/ZBTB14/ZBTB21/ZBTB24/ZBTB25/ZBTB26/ZBTB32/ZBTB34/ZBTB37/ZBTB38/ZBTB39/ZBTB41/ZBTB45/ZBTB47/ZFAT/ZFP37/ZFP41/ZFP57/ZFP64/ZFX/ZFY/ZIM2/ZIM3/ZKSCAN2/ZNF2/ZNF14/ZNF16/ZNF18/ZNF20/ZNF22/ZNF24/ZNF32/ZNF35/ZNF45/ZNF57/ZNF74/ZNF80/ZNF133/ZNF135/ZNF136/ZNF138/ZNF141/ZNF142/ZNF197/ZNF200/ZNF202/ZNF212/ZNF213/ZNF217/ZNF219/ZNF236/ZNF260/ZNF263/ZNF264/ZNF268/ZNF275/ZNF282/ZNF287/ZNF296/ZNF311/ZNF316/ZNF320/ZNF331/ZNF335/ZNF337/ZNF341/ZNF343/ZNF367/ZNF396/ZNF397/ZNF436/ZNF439/ZNF444/ZNF446/ZNF467/ZNF484/ZNF490/ZNF491/ZNF497/ZNF500/ZNF502/ZNF507/ZNF513/ZNF526/ZNF532/ZNF536/ZNF540/ZNF543/ZNF551/ZNF555/ZNF564/ZNF568/ZNF569/ZNF573/ZNF589/ZNF592/ZNF596/ZNF597/ZNF605/ZNF629/ZNF644/ZNF646/ZNF648/ZNF652/ZNF658/ZNF664/ZNF665/ZNF667/ZNF668/ZNF669/ZNF678/ZNF687/ZNF688/ZNF695/ZNF696/ZNF697/ZNF699/ZNF707/ZNF709/ZNF711/ZNF713/ZNF717/ZNF728/ZNF732/ZNF763/ZNF768/ZNF771/ZNF774/ZNF775/ZNF777/ZNF778/ZNF780A/ZNF780B/ZNF781/ZNF783/ZNF784/ZNF786/ZNF791/ZNF805/ZNF827/ZNF835/ZNF845/ZNF865/ZNF878/ZNF879/ZNF883/ZSCAN2/ZSCAN4/ZSCAN5A/ZSCAN5B/ZSCAN10/ZSCAN16/ZSCAN23/ZSCAN26	zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2
Nvec_vc1.1_XM_048721609.1	ectoderm.epidermis	501	2.20428230374153	156	8385	9.39661770429057	Msantd2	""	Myb.HG3.0:like:HSPA14/MSANTD1/MSANTD2/UTF1/ZKSCAN2/ZSCAN20/ZSCAN29/ZSCAN32	Myb_DNA-bind_4
Nvec_vc1.1_XM_048721905.1	ectoderm.embryonic	8750	1.14895224998846	125	326	13.7057559923875	Zfp7/Gm21060	""	zf-C2H2.HG10.1:ZFP3/ZNF319/ZNF449/ZNF574	zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2_11
Nvec_vc1.1_XM_048721909.1	neuronal	2026	1.15317542087971	11	238	13.6133675672684	Zfp7/Gm21060	""	zf-C2H2.HG10.1:ZFP3/ZNF319/ZNF449/ZNF574	zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2_11/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2_11
Nvec_vc1.1_XM_048722339.1	ectoderm.embryonic	5981	1.35962506729426	386	1180	51.467375788824	Ahr/Ahrr	""	HLH.HG1.0:AC019117.4/AHR/AHRR/ARNT/ARNT2/ARNTL/ARNTL2/CLOCK/NCOA1/NPAS1/NPAS2/SIM1	HLH/PAS
Nvec_vc1.1_XM_048722428.1	ectoderm.embryonic	12854	1.01794360162724	11	19	33.2857330951217	""	""	E2F_TDP.HG1.4:E2F1/E2F2/E2F3/E2F6	E2F_TDP/E2F_CC-MB
Nvec_vc1.1_XM_048722445.1	ectoderm.embryonic	3609	1.65297804902674	739	2250		Deaf1	""	SAND.HG1.3:DEAF1	SAND
Nvec_vc1.1_XM_048722500.1	ectoderm.embryonic	1849	2.09216984886771	1532	5532	23.8625047476956	Tead1/Tead4/Tead3/Tead2	""	TEA.HG1.0:TEAD1/TEAD2/TEAD3/TEAD4	TEA/YBD
Nvec_vc1.1_XM_048722594.1	ectoderm.embryonic	4627	1.50309817384596	480	1601	27.6958033756245	Arid2	""	ARID_BRIGHT.HG1.3:ARID2	ARID/RFX_DNA_binding
Nvec_vc1.1_XM_048722680.1	ectoderm.embryonic	11136	1.04812815411749	41	143	0	Zfp1000/Zfp7/Zfp942/Zfp994	""	zf-C2H2.HG10.1:ZFP3/ZNF319/ZNF449/ZNF574	zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2
Nvec_vc1.1_XM_048722751.1	ectoderm.epidermis	4092	1.08816214327849	7	338	20.397211100468	Zfp239//Gm6020/Zfp51/Zfp553	""	zf-C2H2.HG10.1:ZFP3/ZNF319/ZNF449/ZNF574	zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2
