gene	deepTools_group	rank	gene_length	gene_name	common_name	og	pfam	gene_list
Nvec_vc1.1_XM_032376533.2	cluster_7	6350	19909	""	""	""	zf-RING_2	""
Nvec_vc1.1_XM_001636575.3	cluster_7	6351	4273	Cops5	""	""	JAB/CSN5_C	""
Nvec_vc1.1_XM_032365352.2	cluster_7	6352	18550	Fgd5/Fgd6	""	""	RhoGEF/PH/FYVE/PH	""
Nvec_vc1.1_XM_048733539.1	cluster_7	6353	8521	Tie1/Tek	""	""	LRR_8/LRR_8/LRR_8/EGF_3/Pkinase_Tyr/LRR_1/LRR_8/LRR_8/EGF_CA	""
Nvec_vc1.1_XM_048721707.1	cluster_7	6354	21076	""	""	""	Ank_5/Ank_2/Ank_2/Ank_2/Ank_2/Ank_2/Ank_2/Ion_trans	""
Nvec_vc1.1_XM_001625130.3	cluster_7	6355	6356	Phax	""	""	RNA_GG_bind	""
Nvec_vc1.1_XM_001637877.3	cluster_7	6356	5034	Tspan13/Tspan31	""	""	Tetraspanin	""
Nvec_vc1.1_XM_032370734.2	cluster_7	6357	11021	Nudt9	""	""	NUDIX	""
Nvec_vc1.1_XM_032363375.2	cluster_7	6358	8810	Unc5d/Unc5a/Unc5c/Unc5b	""	""	TSP_1/ZU5/Death	""
Nvec_vc1.1_XM_048733157.1	cluster_7	6359	7058	Stk16	""	""	Pkinase	""
Nvec_vc1.1_XM_001640916.3	cluster_7	6360	4526	Mettl25	""	""	Methyltransf_32	""
Nvec_vc1.1_XM_032384387.2	cluster_7	6361	20772	Cep128	""	""	""	""
Nvec_vc1.1_XM_032384104.2	cluster_7	6362	9722	Carf	""	""	ALS2CR8	""
Nvec_vc1.1_XM_001633185.3	cluster_7	6363	4063	Pex13	""	""	Peroxin-13_N/SH3_9	""
Nvec_vc1.1_XM_032370307.2	cluster_7	6364	17645	Ubap2l/Ubap2	""	""	DUF3697	""
Nvec_vc1.1_XM_048725617.1	cluster_7	6365	11206	""	""	HMGbox_Sox.HG1.57:like:HMG20A/HMG20B	HMG_box/zf-met	tfs
Nvec_vc1.1_XM_001642001.3	cluster_7	6366	8853	Sqor	""	""	Pyr_redox_2	""
Nvec_vc1.1_XM_048732020.1	cluster_7	6367	1864	Cmc2	""	""	Cmc1	""
Nvec_vc1.1_XM_032385441.2	cluster_7	6368	8854	""	""	""	Amidase	""
Nvec_vc1.1_XM_032380060.2	cluster_7	6369	10075	Prpf3	""	""	PWI/PRP3/DUF1115	""
Nvec_vc1.1_XM_032372559.2	cluster_7	6370	16752	Camta1/Camta2	""	CG-1.HG1.1:CAMTA1/CAMTA2	CG-1/TIG	tfs
Nvec_vc1.1_XM_001631720.3	cluster_7	6371	16517	""	""	""	SNF	""
Nvec_vc1.1_XM_001636275.3	cluster_7	6372	2930	Top3b	""	""	Toprim/Topoisom_bac	""
Nvec_vc1.1_XM_001632087.3	cluster_7	6373	7476	Cpsf4	""	""	zf-CCCH/zf-CCHC/zf-CCHC	""
Nvec_vc1.1_XM_048720887.1	cluster_7	6374	5276	Tbc1d20	""	""	RabGAP-TBC	""
Nvec_vc1.1_XM_001626963.3	cluster_7	6375	4899	Dad1	""	""	DAD	""
Nvec_vc1.1_XM_048725838.1	cluster_7	6376	17050	""	""	""	VWA_N/VWA	""
Nvec_vc1.1_XM_048725941.1	cluster_7	6377	5595	4931406C07Rik	""	""	DUF1907	""
Nvec_vc1.1_XM_001627406.3	cluster_7	6378	9658	Ufsp2	""	""	Peptidase_C78	""
Nvec_vc1.1_XM_001631304.3	cluster_7	6379	4072	Tmem17	""	""	Transmemb_17	""
Nvec_vc1.1_XM_001641670.3	cluster_7	6380	13113	Hcfc2/Hcfc1	""	""	Kelch_1/Kelch_1	""
Nvec_vc1.1_XM_048720909.1	cluster_7	6381	6901	Spata2/Spata2l	""	""	""	""
Nvec_vc1.1_XM_048733397.1	cluster_7	6382	4447	Mcts1/Mcts2	""	""	Pre-PUA/PUA	""
Nvec_vc1.1_XM_001641879.3	cluster_7	6383	7219	""	""	""	TRAM_LAG1_CLN8	""
Nvec_vc1.1_XM_032380031.2	cluster_7	6384	18401	""	""	""	V-set/Ig_2	""
Nvec_vc1.1_XM_001625995.3	cluster_7	6385	7970	Snx4	""	""	PX	""
Nvec_vc1.1_XM_001626052.3	cluster_7	6386	5062	Uqcc1	""	""	Ubiq_cyt_C_chap	""
Nvec_vc1.1_XM_048724308.1	cluster_7	6387	4870	Abi1	""	""	Abi_HHR/SH3_1	""
Nvec_vc1.1_XM_048724778.1	cluster_7	6388	6984	Irak4	""	""	Pkinase/Ras	""
Nvec_vc1.1_XM_048727458.1	cluster_7	6389	11517	""	""	""	C2/C2	""
Nvec_vc1.1_XM_032386579.2	cluster_7	6390	11007	Psmg1	""	""	PAC1	""
Nvec_vc1.1_XM_048726685.1	cluster_7	6391	6869	Rfc2	""	""	AAA/Rep_fac_C	""
Nvec_vc1.1_XM_048727324.1	cluster_7	6392	18314	Cep120	""	""	C2/DUF3668	""
Nvec_vc1.1_XM_032374444.2	cluster_7	6393	1486	Micos13	""	""	QIL1	""
Nvec_vc1.1_XM_048721213.1	cluster_7	6394	12131	Ptpn2/Ptpn1	""	""	Y_phosphatase	""
Nvec_vc1.1_XM_001642011.3	cluster_7	6395	4186	Dcaf10	""	""	WD40/WD40	""
Nvec_vc1.1_XM_032365079.2	cluster_7	6396	12575	""	""	""	""	""
Nvec_vc1.1_XM_001641694.3	cluster_7	6397	3789	""	""	""	Mab-21	""
Nvec_vc1.1_XM_032383947.2	cluster_7	6398	4213	Copz1/Copz2	""	""	Clat_adaptor_s	""
Nvec_vc1.1_XM_048724679.1	cluster_7	6399	15518	Kif23	""	""	Kinesin/MKLP1_Arf_bdg	""
Nvec_vc1.1_XM_001634543.3	cluster_7	6400	7049	Cth	""	""	Cys_Met_Meta_PP	""
Nvec_vc1.1_XM_001631992.3	cluster_7	6401	3523	Spryd7	""	""	SPRY	""
Nvec_vc1.1_XM_048731808.1	cluster_7	6402	4472	""	""	""	""	""
Nvec_vc1.1_XM_032386634.2	cluster_7	6403	12001	Mbd5/Mbd6	""	""	PWWP	""
Nvec_vc1.1_XM_001629513.3	cluster_7	6404	4615	""	""	""	""	""
Nvec_vc1.1_XM_032364006.2	cluster_7	6405	12401	Pibf1	""	""	""	""
Nvec_vc1.1_XM_001629016.3	cluster_7	6406	6104	Eif3k	""	""	CSN8_PSD8_EIF3K	""
Nvec_vc1.1_XM_048728500.1	cluster_7	6407	10283	Srp72	""	""	SRP_TPR_like/TPR_8/TPR_MalT/SRP72	""
Nvec_vc1.1_XM_048721897.1	cluster_7	6408	7843	""	""	""	""	""
Nvec_vc1.1_XM_001632945.3	cluster_7	6409	11651	Tbl1xr1/Tbl1x	""	""	LisH/WD40/WD40/WD40/WD40/WD40/WD40/WD40	""
Nvec_vc1.1_XM_001633638.3	cluster_7	6410	4697	Eny2	""	""	EnY2	""
Nvec_vc1.1_XM_048725886.1	cluster_7	6411	11892	""	""	""	Sugar_tr/MFS_1	""
Nvec_vc1.1_XM_032373982.2	cluster_7	6412	9700	Edaradd	""	""	""	""
Nvec_vc1.1_XM_048730759.1	cluster_7	6413	20302	""	""	""	Myotub-related/PH	""
Nvec_vc1.1_XM_032373104.2	cluster_7	6414	18768	Supt3	""	""	TFIID-18kDa	""
Nvec_vc1.1_XM_048729747.1	cluster_7	6415	34265	""	""	""	Kinesin/FHA/START	""
Nvec_vc1.1_XM_032384085.2	cluster_7	6416	5144	""	""	""	""	""
Nvec_vc1.1_XM_048720863.1	cluster_7	6417	13421	Bbs4	""	""	TPR_16/TPR_2/TPR_11/TPR_16/TPR_8/TPR_8	""
Nvec_vc1.1_XM_001637476.3	cluster_7	6418	7501	Ada	""	""	A_deaminase	""
Nvec_vc1.1_XM_048724163.1	cluster_7	6419	3699	""	""	""	VKOR	""
Nvec_vc1.1_XM_001634491.3	cluster_7	6420	3731	""	""	""	Usp	""
Nvec_vc1.1_XM_048734432.1	cluster_7	6421	17934	Fnip1/Fnip2	""	""	FNIP_N/FNIP_M/FNIP_C	""
Nvec_vc1.1_XM_001628989.3	cluster_7	6422	3702	Mrps24	""	""	MRP-S24	""
Nvec_vc1.1_XM_048720719.1	cluster_7	6423	6028	Wdr88	""	""	WD40/WD40/WD40/WD40/WD40/WD40/WD40	""
Nvec_vc1.1_XM_001625714.3	cluster_7	6424	14942	Ppp2r1b/Ppp2r1a	""	""	HEAT/HEAT/HEAT/HEAT_2	""
Nvec_vc1.1_XM_001634782.3	cluster_7	6425	5618	Aifm2	""	""	Pyr_redox_2	""
Nvec_vc1.1_XM_048720435.1	cluster_7	6426	23170	Gm21985/Slc12a7/Slc12a6/Slc12a4/Slc12a5	""	""	AA_permease/AA_permease/SLC12/SLC12/SLC12	""
Nvec_vc1.1_XM_001628945.3	cluster_7	6427	14436	Gtf2b	""	""	TF_Zn_Ribbon/TFIIB/TFIIB	""
Nvec_vc1.1_XM_032381012.2	cluster_7	6428	3495	Slc35a5	""	""	Nuc_sug_transp	""
Nvec_vc1.1_XM_048730227.1	cluster_7	6429	8210	/Galnt2	""	""	Glycos_transf_2/Ricin_B_lectin	""
Nvec_vc1.1_XM_001641684.3	cluster_7	6430	8984	Ccdc146	""	""	""	""
Nvec_vc1.1_XM_032377421.2	cluster_7	6431	18240	Dnajb14/Dnajb12/Dnajc18	""	""	DnaJ/DUF1977	""
Nvec_vc1.1_XM_032382020.2	cluster_7	6432	15534	Zswim8	""	""	""	""
Nvec_vc1.1_XM_001638038.3	cluster_7	6433	7299	Ammecr1/Ammecr1l	""	""	AMMECR1	""
Nvec_vc1.1_XM_001636688.3	cluster_7	6434	8368	Arl13a/Arl13b	""	""	Arf	""
Nvec_vc1.1_XM_048730260.1	cluster_7	6435	8256	Phf24	""	""	Zf_RING/EF-hand_5	""
Nvec_vc1.1_XM_032384819.2	cluster_7	6436	4584	""	""	""	Ank_2	""
Nvec_vc1.1_XM_001630992.3	cluster_7	6437	3780	Rnf180	""	""	zf-C3HC4_4	""
Nvec_vc1.1_XM_032378442.2	cluster_7	6438	2930	Msantd2	""	Myb.HG3.0:like:HSPA14/MSANTD1/MSANTD2/UTF1/ZKSCAN2/ZSCAN20/ZSCAN29/ZSCAN32	Myb_DNA-bind_4	tfs
Nvec_vc1.1_XM_032365969.2	cluster_7	6439	5907	""	""	""	VWA	""
Nvec_vc1.1_XM_032385056.2	cluster_7	6440	30341	Megf8	""	""	CUB/Kelch_4/Kelch_4/Kelch_5/PSI/EGF_CA/Laminin_EGF/Laminin_EGF/Laminin_EGF/Kelch_6/Kelch_5/Kelch_5/Kelch_4/EGF_CA/Laminin_EGF	""
Nvec_vc1.1_XM_001630887.3	cluster_7	6441	3840	Steep1	""	""	""	""
Nvec_vc1.1_XM_032361976.2	cluster_7	6442	10915	""	""	IRF.HG1.1:IRF1/IRF2/IRF3/IRF4/IRF5/IRF6/IRF7/IRF8/IRF9	IRF	tfs
Nvec_vc1.1_XM_032380044.2	cluster_7	6443	2734	Cyp2a5/Cyp2a22	""	""	p450	""
Nvec_vc1.1_XM_032371464.2	cluster_7	6444	30472	""	""	""	""	""
Nvec_vc1.1_XM_032385574.2	cluster_7	6445	7139	Ing1/Ing2	""	""	ING	""
Nvec_vc1.1_XM_001629503.3	cluster_7	6446	5464	Hsd17b14	""	""	adh_short_C2	""
Nvec_vc1.1_XM_001637106.3	cluster_7	6447	3512	""	""	""	""	""
Nvec_vc1.1_XM_032383080.2	cluster_7	6448	11629	Sec24d/Sec24c	""	""	zf-Sec23_Sec24/Sec23_trunk/Sec23_BS/Sec23_helical/Gelsolin	""
Nvec_vc1.1_XM_001629629.3	cluster_7	6449	8327	Hmox1/Hmox2	""	""	Heme_oxygenase	""
Nvec_vc1.1_XM_001632606.3	cluster_7	6450	4068	Atp5f1d	""	""	ATP-synt_DE_N	""
Nvec_vc1.1_XM_032378359.2	cluster_7	6451	3393	""	""	""	Ank_2/Ank/Ank_2/SOCS_box	""
Nvec_vc1.1_XM_001624932.3	cluster_7	6452	3279	""	""	""	""	""
Nvec_vc1.1_XM_032384846.2	cluster_7	6453	8126	Uros	""	""	HEM4	""
Nvec_vc1.1_XM_032366985.2	cluster_7	6454	5099	Cdc6	""	""	AAA/AAA_lid_10/Cdc6_C	""
Nvec_vc1.1_XM_032365244.2	cluster_7	6455	13910	Micall2/Micall1	""	""	CH/LIM/DUF3585	""
Nvec_vc1.1_XM_001628012.3	cluster_7	6456	3938	Echdc1	""	""	ECH_1	""
Nvec_vc1.1_XM_032379789.2	cluster_7	6457	7804	Acp5	""	""	Metallophos	""
Nvec_vc1.1_XM_001629283.3	cluster_7	6458	6648	Arl5b/Arl5c/Arl5a	""	""	Arf	""
Nvec_vc1.1_XM_048732152.1	cluster_7	6459	38719	Myo7b/Myo7a	""	""	Myosin_head/IQ/IQ/IQ/IQ/MyTH4/MyTH4/FERM_M	""
Nvec_vc1.1_XM_048720791.1	cluster_7	6460	13986	Seh1l	""	""	WD40/WD40/WD40/WD40	""
Nvec_vc1.1_XM_001640855.3	cluster_7	6461	7362	Ermp1	""	""	Peptidase_M28	""
Nvec_vc1.1_XM_032364497.2	cluster_7	6462	16895	Fam135a/Fam135b	""	""	DUF3657/DUF676	""
Nvec_vc1.1_XM_048734391.1	cluster_7	6463	11891	""	""	""	TIR_2	""
Nvec_vc1.1_XM_001629129.3	cluster_7	6464	7321	""	""	""	Peptidase_M17	""
Nvec_vc1.1_XM_001640629.3	cluster_7	6465	9103	""	""	""	CBM9_1	""
Nvec_vc1.1_XM_048729643.1	cluster_7	6466	11019	Ncaph	""	""	Cnd2	""
Nvec_vc1.1_XM_048730101.1	cluster_7	6467	9196	Vrk2/Vrk3/Vrk1	""	""	Pkinase	""
Nvec_vc1.1_XM_032384556.2	cluster_7	6468	10240	""	""	""	Peptidase_M14	""
Nvec_vc1.1_XM_048720861.1	cluster_7	6469	5248	Atmin	""	""	""	""
Nvec_vc1.1_XM_001630074.3	cluster_7	6470	8195	Ddx17/Ddx5	""	""	DEAD/Helicase_C	""
Nvec_vc1.1_XM_001630458.3	cluster_7	6471	6053	Ncl	""	""	RRM_1/RRM_1	""
Nvec_vc1.1_XM_001629190.3	cluster_7	6472	7283	Cnot8/Cnot7	""	""	CAF1	""
Nvec_vc1.1_XM_001633853.3	cluster_7	6473	7381	Idh1	""	""	Iso_dh	""
Nvec_vc1.1_XM_032385720.2	cluster_7	6474	3306	Tm2d1	""	""	TM2	""
Nvec_vc1.1_XM_032382060.2	cluster_7	6475	10680	Spen	""	""	RRM_1/RRM_1/RRM_1/RRM_1/SPOC	""
Nvec_vc1.1_XM_001624012.3	cluster_7	6476	9390	Scamp2/Scamp1/Scamp3/Scamp5/Scamp4	""	""	SCAMP	""
Nvec_vc1.1_XM_032378463.2	cluster_7	6477	13187	Snx25	""	""	PXA/Isy1/RGS/PX/Nexin_C	""
Nvec_vc1.1_XM_032380175.2	cluster_7	6478	30844	Gm42715/Srcap	""	""	HSA/SNF2_N/Helicase_C	""
Nvec_vc1.1_XM_048732747.1	cluster_7	6479	17921	Usp25/Usp28	""	""	UIM/UIM/UCH	""
Nvec_vc1.1_XM_001635327.3	cluster_7	6480	4870	Cyp2d34/Cyp2c65/Cyp2c39/Cyp2c38/Cyp2c55/Cyp2c54/Cyp2c50/Cyp2d40/Cyp2d13	""	""	p450	""
Nvec_vc1.1_XM_032377037.2	cluster_7	6481	11763	Ccdc175	""	""	""	""
Nvec_vc1.1_XM_032377374.2	cluster_7	6482	5599	Nop56	""	""	NOP5NT/Nop	""
Nvec_vc1.1_XM_048733894.1	cluster_7	6483	17580	Mtmr1/Mtmr2/Mtm1	""	""	GRAM/Myotub-related/3-PAP	""
Nvec_vc1.1_XM_001629766.3	cluster_7	6484	2434	""	""	""	zf-LITAF-like	""
Nvec_vc1.1_XM_032363594.2	cluster_7	6485	9784	Acat1	""	""	Thiolase_N/Thiolase_C	""
Nvec_vc1.1_XM_001621161.3	cluster_7	6486	8284	""	""	""	CDPS	""
Nvec_vc1.1_XM_001636142.3	cluster_7	6487	15767	Castor1/Castor2	""	""	Castor1_N/ACT_7/ACT_7	""
Nvec_vc1.1_XM_048725325.1	cluster_7	6488	18573	Prdm9/Prdm11	""	zf-C2H2.HG1.1:like:AC008758.1/AC008770.2/AC010422.6/AC073111.4/AC138696.1/BCL11A/BCL11B/EGR1/EGR2/EGR3/EGR4/FEZF1/FEZF2/GFI1/GFI1B/GZF1/HIC1/HIVEP1/IKZF1/IKZF2/IKZF3/IKZF4/MAZ/MYNN/MZF1/OSR1/OSR2/PATZ1/PLAG1/PRDM1/PRDM2/PRDM4/PRDM5/PRDM12/PRDM13/PRDM15/REPIN1/SALL1/SALL2/SALL3/SALL4/VEZF1/ZBTB2/ZBTB3/ZBTB6/ZBTB7A/ZBTB7B/ZBTB7C/ZBTB8A/ZBTB11/ZBTB14/ZBTB21/ZBTB24/ZBTB25/ZBTB26/ZBTB32/ZBTB34/ZBTB37/ZBTB38/ZBTB39/ZBTB41/ZBTB45/ZBTB47/ZFAT/ZFP37/ZFP41/ZFP57/ZFP64/ZFX/ZFY/ZIM2/ZIM3/ZKSCAN2/ZNF2/ZNF14/ZNF16/ZNF18/ZNF20/ZNF22/ZNF24/ZNF32/ZNF35/ZNF45/ZNF57/ZNF74/ZNF80/ZNF133/ZNF135/ZNF136/ZNF138/ZNF141/ZNF142/ZNF197/ZNF200/ZNF202/ZNF212/ZNF213/ZNF217/ZNF219/ZNF236/ZNF260/ZNF263/ZNF264/ZNF268/ZNF275/ZNF282/ZNF287/ZNF296/ZNF311/ZNF316/ZNF320/ZNF331/ZNF335/ZNF337/ZNF341/ZNF343/ZNF367/ZNF396/ZNF397/ZNF436/ZNF439/ZNF444/ZNF446/ZNF467/ZNF484/ZNF490/ZNF491/ZNF497/ZNF500/ZNF502/ZNF507/ZNF513/ZNF526/ZNF532/ZNF536/ZNF540/ZNF543/ZNF551/ZNF555/ZNF564/ZNF568/ZNF569/ZNF573/ZNF589/ZNF592/ZNF596/ZNF597/ZNF605/ZNF629/ZNF644/ZNF646/ZNF648/ZNF652/ZNF658/ZNF664/ZNF665/ZNF667/ZNF668/ZNF669/ZNF678/ZNF687/ZNF688/ZNF695/ZNF696/ZNF697/ZNF699/ZNF707/ZNF709/ZNF711/ZNF713/ZNF717/ZNF728/ZNF732/ZNF763/ZNF768/ZNF771/ZNF774/ZNF775/ZNF777/ZNF778/ZNF780A/ZNF780B/ZNF781/ZNF783/ZNF784/ZNF786/ZNF791/ZNF805/ZNF827/ZNF835/ZNF845/ZNF865/ZNF878/ZNF879/ZNF883/ZSCAN2/ZSCAN4/ZSCAN5A/ZSCAN5B/ZSCAN10/ZSCAN16/ZSCAN23/ZSCAN26	zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2	tfs
Nvec_vc1.1_XM_048726124.1	cluster_7	6489	25161	Tdrd1	""	""	TUDOR/TUDOR/TUDOR/TUDOR/TUDOR/TUDOR/TUDOR/TUDOR/TUDOR/TUDOR/TUDOR/TUDOR/TUDOR/TUDOR/TUDOR	""
Nvec_vc1.1_XM_032362531.2	cluster_7	6490	8766	""	""	""	C2/C2/Copine	""
Nvec_vc1.1_XM_001627798.3	cluster_7	6491	5322	Ctbs	""	""	Glyco_hydro_18	""
Nvec_vc1.1_XM_001633785.3	cluster_7	6492	4990	Phyh	""	""	PhyH	""
Nvec_vc1.1_XM_048724570.1	cluster_7	6493	6201	Slc39a8/Slc39a14	""	""	Zip	""
Nvec_vc1.1_XM_048719987.1	cluster_7	6494	4670	""	""	""	""	""
Nvec_vc1.1_XM_001623139.3	cluster_7	6495	7546	Ykt6	""	""	Longin/Synaptobrevin	""
Nvec_vc1.1_XM_032366180.2	cluster_7	6496	5205	""	""	""	Kazal_1/Kazal_2/Kazal_2/Kazal_1/Kazal_1	""
Nvec_vc1.1_XM_048733287.1	cluster_7	6497	20506	Atrx	""	""	ADD_ATRX/SNF2_N/Helicase_C	""
Nvec_vc1.1_XM_032373000.2	cluster_7	6498	6012	Gm20695/Gm20695/Naa60	""	""	Acetyltransf_1	""
Nvec_vc1.1_XM_032384572.2	cluster_7	6499	5352	Rtraf	""	""	RLL	""
Nvec_vc1.1_XM_048734499.1	cluster_7	6500	5848	Iqcc	""	""	IQ	""
Nvec_vc1.1_XM_001629925.3	cluster_7	6501	4919	Fam43a	""	""	PID_2	""
Nvec_vc1.1_XM_048731152.1	cluster_7	6502	11011	""	""	""	BRO1	""
Nvec_vc1.1_XM_001639417.3	cluster_7	6503	7975	Prpf19	""	""	U-box/Prp19/WD40/WD40/WD40/WD40/WD40	""
Nvec_vc1.1_XM_048725220.1	cluster_7	6504	14580	Ppwd1	""	""	WD40/Pro_isomerase	""
Nvec_vc1.1_XM_048719475.1	cluster_7	6505	5395	""	""	""	Prok-RING_4/zf-TRAF	""
Nvec_vc1.1_XM_048722632.1	cluster_7	6506	9490	""	""	""	C2/C2/Copine	""
Nvec_vc1.1_XM_001637157.3	cluster_7	6507	4544	Snrpa1/Gm45213	""	""	LRR_9	""
Nvec_vc1.1_XM_048724299.1	cluster_7	6508	11776	Dennd6a/Dennd6b	""	""	SPA	""
Nvec_vc1.1_XM_048724228.1	cluster_7	6509	6253	Dnajc4	""	""	DnaJ	""
Nvec_vc1.1_XM_032376577.2	cluster_7	6510	9092	Amd2/Amd1	""	""	SAM_decarbox/SAM_decarbox	""
Nvec_vc1.1_XM_048728268.1	cluster_7	6511	13468	Hmgcr	""	""	Sterol-sensing/HMG-CoA_red	""
Nvec_vc1.1_XM_032383249.2	cluster_7	6512	23223	Pitpnm3/Pitpnm2/Pitpnm1	""	""	IP_trans/DDHD	""
Nvec_vc1.1_XM_032365445.2	cluster_7	6513	4387	Nicn1	""	""	""	""
Nvec_vc1.1_XM_001633296.3	cluster_7	6514	6639	Vti1b	""	""	V-SNARE/V-SNARE_C	""
Nvec_vc1.1_XM_001623710.2	cluster_7	6515	4360	Cox5a	""	""	COX5A	""
Nvec_vc1.1_XM_048720003.1	cluster_7	6516	12135	""	""	""	Beta_helix/zf-MYND	""
Nvec_vc1.1_XM_032379329.2	cluster_7	6517	7897	""	""	""	CUB/CUB	""
Nvec_vc1.1_XM_032378657.2	cluster_7	6518	5402	""	""	""	Mito_carr/Mito_carr/Mito_carr	""
Nvec_vc1.1_XM_048723058.1	cluster_7	6519	7653	""	""	""	""	""
Nvec_vc1.1_XM_048730119.1	cluster_7	6520	3431	""	""	""	""	""
Nvec_vc1.1_XM_048727186.1	cluster_7	6521	11820	""	""	""	RRM_1/F-box-like/LRR_6	""
Nvec_vc1.1_XM_048732824.1	cluster_7	6522	66356	Helz	""	""	AAA_11/AAA_11/AAA_12/RNB/AAA_11/AAA_12	""
Nvec_vc1.1_XM_032385254.2	cluster_7	6523	10459	""	""	""	Aldo_ket_red	""
Nvec_vc1.1_XM_048728011.1	cluster_7	6524	5165	""	""	""	7tm_1	""
Nvec_vc1.1_XM_048727155.1	cluster_7	6525	10164	Akap10	""	""	RGS/RGS	""
Nvec_vc1.1_XM_032369225.2	cluster_7	6526	6061	Mrto4	""	""	Ribosomal_L10/RL10P_insert	""
Nvec_vc1.1_XM_001630762.3	cluster_7	6527	3923	Gm45713/Rpl13a/Flt3l	""	""	Ribosomal_L13	""
Nvec_vc1.1_XM_001633415.3	cluster_7	6528	11871	Rft1	""	""	Rft-1	""
Nvec_vc1.1_XM_032378878.2	cluster_7	6529	30939	Dgkz/Dgki	""	""	C1_1/DAGK_cat/DAGK_acc/Ank_2	""
Nvec_vc1.1_XM_032366065.2	cluster_7	6530	2931	""	""	""	Octopine_DH	""
Nvec_vc1.1_XM_001625218.3	cluster_7	6531	16081	Gigyf1/Gigyf2	""	""	GYF	""
Nvec_vc1.1_XM_001639066.3	cluster_7	6532	4875	Mtif3	""	""	IF3_N	""
Nvec_vc1.1_XM_032371810.2	cluster_7	6533	10428	Zup1	""	""	Peptidase_C78	""
Nvec_vc1.1_XM_032373806.2	cluster_7	6534	18618	Hectd2	""	""	HECT	""
Nvec_vc1.1_XM_001629996.3	cluster_7	6535	3641	Nhlrc3	""	""	DED/NHL/NHL/NHL/NHL	""
Nvec_vc1.1_XM_032363555.2	cluster_7	6536	6477	""	""	""	""	""
Nvec_vc1.1_XM_032376296.2	cluster_7	6537	8828	""	""	""	Neur_chan_LBD/Neur_chan_memb	""
Nvec_vc1.1_XM_001632917.3	cluster_7	6538	4778	Sf3a2	""	""	zf-met/SF3A2	""
Nvec_vc1.1_XM_032365447.2	cluster_7	6539	4974	""	""	""	""	""
Nvec_vc1.1_XM_048721397.1	cluster_7	6540	31537	Stxbp5l/Stxbp5	""	""	LLGL/WD40/Lgl_C	""
Nvec_vc1.1_XM_001638595.3	cluster_7	6541	4196	Ropn1l	""	""	""	""
Nvec_vc1.1_XM_001635459.3	cluster_7	6542	15592	Rasa3/Rasa2	""	""	C2/C2/RasGAP/RasGAP/PH/BTK	""
Nvec_vc1.1_XM_001640140.3	cluster_7	6543	23430	""	""	""	Vitellogenin_N/DUF1943/DUF1081/VWD	""
Nvec_vc1.1_XM_001636455.3	cluster_7	6544	7300	Vcpkmt	""	""	Methyltransf_16	""
Nvec_vc1.1_XM_032376534.2	cluster_7	6545	4866	Gtf2f2	""	""	TFIIF_beta_N/TFIIF_beta	""
Nvec_vc1.1_XM_048733195.1	cluster_7	6546	18486	Canx/Clgn	""	""	Calreticulin	""
Nvec_vc1.1_XM_048724588.1	cluster_7	6547	25518	Dym	""	""	Dymeclin	""
Nvec_vc1.1_XM_032369913.2	cluster_7	6548	8059	Naip6/Naip1/Naip5/Naip2	""	""	HEPN_DZIP3/NACHT/LRR_6/LRR_6	""
Nvec_vc1.1_XM_032364306.2	cluster_7	6549	12157	""	""	""	ADH_N/ADH_zinc_N_2	""
Nvec_vc1.1_XM_001629420.3	cluster_7	6550	4600	""	""	""	Rhodanese	""
Nvec_vc1.1_XM_048721747.1	cluster_7	6551	15033	Samd5	""	""	SAM_2/SAM_1	""
Nvec_vc1.1_XM_001640232.3	cluster_7	6552	1052	S100g	""	""	EF-hand_7/EF-hand_7	""
Nvec_vc1.1_XM_032371262.2	cluster_7	6553	7485	Polr3d	""	""	RNA_pol_Rpc4	""
Nvec_vc1.1_XM_032385663.2	cluster_7	6554	9478	Cfap100	""	""	DUF4200	""
Nvec_vc1.1_XM_001631563.3	cluster_7	6555	4829	Ube2k	""	""	UQ_con/UBA	""
Nvec_vc1.1_XM_032383318.2	cluster_7	6556	4751	Mrpl50	""	""	Ribosomal_L50	""
Nvec_vc1.1_XM_001635990.2	cluster_7	6557	7117	Rpf1	""	""	Brix	""
Nvec_vc1.1_XM_001625955.3	cluster_7	6558	6648	Mrpl3	""	""	Ribosomal_L3	""
Nvec_vc1.1_XM_032369021.2	cluster_7	6559	8561	""	""	""	""	""
Nvec_vc1.1_XM_032378936.2	cluster_7	6560	8612	""	""	""	cNMP_binding	""
Nvec_vc1.1_XM_001635583.2	cluster_7	6561	4727	Ptges3/Ptges3l	""	""	CS	""
Nvec_vc1.1_XM_032376695.2	cluster_7	6562	19665	Lamc3/Lamc1/Lamc2	""	""	Laminin_N/Laminin_EGF/Laminin_EGF/Laminin_EGF/Laminin_EGF/Laminin_B/Laminin_EGF/Laminin_EGF/Laminin_EGF/Laminin_EGF/Laminin_EGF/Laminin_EGF/Laminin_EGF	""
Nvec_vc1.1_XM_001634064.3	cluster_7	6563	3289	Tmed7/Tmed3	""	""	EMP24_GP25L	""
Nvec_vc1.1_XM_032365770.2	cluster_7	6564	9056	Taf6l	""	""	TAF/TAF6_C	""
